,App id,Review id,Sentence id,Sentence content,Feature (Positive),Feature (Neutral),Feature (Negative),Feature (All Annotated),clean_content,tags
12,com.zentertain.photoeditor,gp:AOqpTOGMKvqLvLzo3O87iY2El_Dkg6ox2Bfr0m5fEEM6e-lPJCd4ZhEPtnQSAe8gaCDhtM4K4FWpaCbsGTChJA8,1,"I've downloaded a few different ones and this is easy to use, and the pictures come out great.",pictures,,,pictures,"['i', 've', 'downloaded', 'a', 'few', 'different', 'ones', 'and', 'this', 'is', 'easy', 'to', 'use', 'and', 'the', 'pictures', 'come', 'out', 'great']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O']"
13,com.zentertain.photoeditor,gp:AOqpTOGMKvqLvLzo3O87iY2El_Dkg6ox2Bfr0m5fEEM6e-lPJCd4ZhEPtnQSAe8gaCDhtM4K4FWpaCbsGTChJA8,2,Plenty of options to choose from to make whatever kind of picture you would like,,options to choose from;make whatever kind of picture,,options to choose from;make whatever kind of picture,"['plenty', 'of', 'options', 'to', 'choose', 'from', 'to', 'make', 'whatever', 'kind', 'of', 'picture', 'you', 'would', 'like']","['O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O']"
14,com.zentertain.photoeditor,gp:AOqpTOG5mGIwa7qIhJLxdTBoAZPXxKiEyIe7weHf0z8IKPBDY3JfBzw0PVwLikO4hWkfTCfwmjI0zdSaNJET-fI,1,Like it but not so cool app,,,,,"['like', 'it', 'but', 'not', 'so', 'cool', 'app']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
15,com.zentertain.photoeditor,gp:AOqpTOF6liIj_W6CuDm-L1zwXDEOIaIBmKrMg1rOMaMRePoUBBO_-MLEbn1u3EZaFlw6ZQXkpCrF43jXd_jyfIo,1,"I really like the HD effect, brightness and color correction features.",HD effect;brightness correction;color correction,,,HD effect;brightness correction;color correction,"['i', 'really', 'like', 'the', 'hd', 'effect', 'brightness', 'and', 'color', 'correction', 'features']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O']"
16,com.zentertain.photoeditor,gp:AOqpTOFnQ3VKMixz5ISbVpRW966yVlD5PjAfgZLCS1S4DqQEFyXtv1ltrCjWX43W2kZJinWmRDAsnvxxUmB5X4g,1,I can basically change the whole pic   its so cool :-) lol :-),change the whole pic,,,change the whole pic,"['i', 'can', 'basically', 'change', 'the', 'whole', 'pic', 'its', 'so', 'cool', 'lol']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O']"
17,com.zentertain.photoeditor,gp:AOqpTOG_khE5NLIxCroXoaCyDqmXXCmRFtK-jcU7JE9pVJB6sljQiWmICkGnQWHMh5EHXLPVMXXFpXx8wyEo1FQ,1,I can't  believe  how easy  it is.,,,,,"['i', 'can', 't', 'believe', 'how', 'easy', 'it', 'is']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18,com.zentertain.photoeditor,gp:AOqpTOEhiIJduGwzKBeg-8af26Pvexs8WQMiRCLck9k9GFYt7Zsc8ew1aJV-V3FUq-wZSRn85UVb3SnDH0LNI0Q,1,This app is very good for photos editer,photos editer,,,photos editer,"['this', 'app', 'is', 'very', 'good', 'for', 'photos', 'editer']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I']"
19,com.zentertain.photoeditor,gp:AOqpTOFleMJ3D9dvzYDpXyETNqlMwvsh_Oj5hkNdABC3l2cb4FQopqtdLqLZKz6VMPtjHLzpuAcvS7IpyILeo7M,1,It is just simple and Good app.,,,,,"['it', 'is', 'just', 'simple', 'and', 'good', 'app']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
20,com.zentertain.photoeditor,gp:AOqpTOFTYlBOaVd9KTihYj-lzRJ7bfGAoGS09DPKX-8EqL9r15Q1sA0LXoBP-1D6mO1qoX4YXPnD6ECSSvJPX_8,1,Its ok but u have to download stuff,,,,,"['its', 'ok', 'but', 'u', 'have', 'to', 'download', 'stuff']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
21,com.zentertain.photoeditor,gp:AOqpTOEctIpCvDaSWuPm1EQbhChzFfrIudkdcVCRQYRQmbe01pjw9KeWPfd2-o_bdeDDlic0W4DxsIGccg-5F8E,1,Ive used this on my previous phone.worked prrfectly but ive recntly bought samsung galaxy a5 the splash and focus functn doesnt work.plz help!!,,splash functn;focus functn,,splash functn;focus functn,"['ive', 'used', 'this', 'on', 'my', 'previous', 'phone', 'worked', 'prrfectly', 'but', 'ive', 'recntly', 'bought', 'samsung', 'galaxy', 'a', 'the', 'splash', 'and', 'focus', 'functn', 'doesnt', 'work', 'plz', 'help']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']"
22,com.zentertain.photoeditor,gp:AOqpTOEF0elHG7_9E6miSIFJDy1zJvh1t2f5ISwyCSOVFFebAZdh72LQ3hExrtljAj864MfEXJJx-gj_2Aait-s,1,This is perfect.,,,,,"['this', 'is', 'perfect']","['O', 'O', 'O']"
23,com.zentertain.photoeditor,gp:AOqpTOEF0elHG7_9E6miSIFJDy1zJvh1t2f5ISwyCSOVFFebAZdh72LQ3hExrtljAj864MfEXJJx-gj_2Aait-s,2,"If only you could make a video editor, too, that is just as good as this.",,make a video editor,,make a video editor,"['if', 'only', 'you', 'could', 'make', 'a', 'video', 'editor', 'too', 'that', 'is', 'just', 'as', 'good', 'as', 'this']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
24,com.zentertain.photoeditor,gp:AOqpTOHKg_6SBXtlVacsKWi9GtCJSjfDsACYhB08RdYKO5VrBAu3e6UxE_rmWPEruV5RFgxaHCBLVrF5c3j410U,1,Makes awesome book covers!,book covers,,,book covers,"['makes', 'awesome', 'book', 'covers']","['O', 'O', 'B', 'I']"
25,com.zentertain.photoeditor,gp:AOqpTOGFBpCyRHMDbrAN6F0Tgu8lAUGGuR687VActaajppisTnwPSD-whXKc7bbwUtHUSGOdT3omGs_QxUqo5hc,1,There's an ad after every other button I press,,,,,"['there', 's', 'an', 'ad', 'after', 'every', 'other', 'button', 'i', 'press']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
26,com.zentertain.photoeditor,gp:AOqpTOHR_aDS418yl4p4leTbk_uWCXYke_TmZRU0yxYqDEecjxNF_arRNcTXWsDuxqvaiWE_WyEFWgXv6GjPl-Y,1,Its has alot of things awesome,,,,,"['its', 'has', 'alot', 'of', 'things', 'awesome']","['O', 'O', 'O', 'O', 'O', 'O']"
27,com.zentertain.photoeditor,gp:AOqpTOFj4uJETf_swOr1SyuK1HGVfVVUdBfI5hPI8eyOE7IrBhs8BG6ux4lVxMEK-F961m3-OEURs8gUjT8yrIQ,1,This is awesome app.,,,,,"['this', 'is', 'awesome', 'app']","['O', 'O', 'O', 'O']"
28,com.zentertain.photoeditor,gp:AOqpTOEz4hkDty6PIyy1CWSJzRdvnHy7WuzBkiQ0C_Cx-24_HNk-TvHQl9-BVopZ4lBMWWAW_RLOIMUoLQjQreI,1,its alright so far,,,,,"['its', 'alright', 'so', 'far']","['O', 'O', 'O', 'O']"
29,com.zentertain.photoeditor,gp:AOqpTOFX4mz-AmTn9ATvNHyW9pG5JQp7Veok9sX_m3g4raHkYibogLB6mv4LVrlSIWv8jXp0V7_bBmEGioB8wT4,1,I like how it is fast and easy to use!,,,,,"['i', 'like', 'how', 'it', 'is', 'fast', 'and', 'easy', 'to', 'use']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
30,com.zentertain.photoeditor,gp:AOqpTOG7hummQBJjBH5ckmnmjHCC47Mit1zm4pPFp9gYBpMeoqzzpx6ZqSu_yRtUIINjgenlbrReIBP5Y2mwDVs,1,"lighter and faster than other photo editors ,with many editing options best recommended app for photo editing",photo editing,photo editors;editing,,photo editing;photo editors;editing,"['lighter', 'and', 'faster', 'than', 'other', 'photo', 'editors', 'with', 'many', 'editing', 'options', 'best', 'recommended', 'app', 'for', 'photo', 'editing']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I']"
31,com.zentertain.photoeditor,gp:AOqpTOHnWIXv7BA160wTdozrHaaNTsdsYZjF39k3M-udF_WN3AIMk1RasAPWg-b6yQ_BFB4iqCAuNckVRMw31oU,1,"super easy and i love the effects ,also super easy to install!!",effects;install,,,effects;install,"['super', 'easy', 'and', 'i', 'love', 'the', 'effects', 'also', 'super', 'easy', 'to', 'install']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B']"
32,com.zentertain.photoeditor,gp:AOqpTOFi6FQRSnyd_F0OKypEvkDq4AmEqUae90NsR_rdthQ9VrE0DpG64HT0RChkJLr05XpY78xkxLIr6CWGL40,1,Very good app,,,,,"['very', 'good', 'app']","['O', 'O', 'O']"
33,com.zentertain.photoeditor,gp:AOqpTOHN7kZWg4R0rkplKcWVTtaDZWfGCt2V6VdLA988jbRLKAp1AeQje1pVh3mNDtco8hcVcRG_lStXkKDO0dE,1,The app has very good features indeed...,,,,,"['the', 'app', 'has', 'very', 'good', 'features', 'indeed']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
34,com.zentertain.photoeditor,gp:AOqpTOHowKqs5QCJ4FmbUL0Wf0OI4u2AtGMKA2oxBUAnT5HqjZOhSoGLaPhHnb7a-8NR4ZQe0V9n-UD7i5kmyzQ,1,I would give this app a 5 if there were not so many ads,,ads,,ads,"['i', 'would', 'give', 'this', 'app', 'a', 'if', 'there', 'were', 'not', 'so', 'many', 'ads']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B']"
35,com.zentertain.photoeditor,gp:AOqpTOGliQUPyFL0ezc3gNBNoRqkWG4mw6k4uMIicuGhbxs0QbL8PRggxmdzL7hOKkNX0FyGnRZpBx9VvGVoA0k,1,never use it its fake,,,,,"['never', 'use', 'it', 'its', 'fake']","['O', 'O', 'O', 'O', 'O']"
36,com.zentertain.photoeditor,gp:AOqpTOFYwkbSyyA6FSpRFrfQiwGYDg2rCatWfimd_des6lF8zzKYgu66SFlmhjYIU42Yr2-zeHDWJAFX-0Wtjy0,1,Easy to use!,,,,,"['easy', 'to', 'use']","['O', 'O', 'O']"
37,com.zentertain.photoeditor,gp:AOqpTOFYwkbSyyA6FSpRFrfQiwGYDg2rCatWfimd_des6lF8zzKYgu66SFlmhjYIU42Yr2-zeHDWJAFX-0Wtjy0,2,Covers imperfections and has cool filters!,filters,Covers imperfections,,filters;Covers imperfections,"['covers', 'imperfections', 'and', 'has', 'cool', 'filters']","['B', 'I', 'O', 'O', 'O', 'B']"
38,com.zentertain.photoeditor,gp:AOqpTOEs3FAnr-1YHIW7o__xQ8EGgWOD2Fu1JIQ6FqxUFoTREofoimtifCVIf5Zd_LX1xn4G6lgpjkA7PciOO2U,1,I love did App Its Amazing!!,,,,,"['i', 'love', 'did', 'app', 'its', 'amazing']","['O', 'O', 'O', 'O', 'O', 'O']"
39,com.zentertain.photoeditor,gp:AOqpTOH6kbOrRNDOCe4qAuDbNTEZbM7a-i_uFmyqt6MLA4GUT_bLJn4C5_8pvsd33Zwi-zCeNV55a5K57cA5bvE,1,It's a great app,,,,,"['it', 's', 'a', 'great', 'app']","['O', 'O', 'O', 'O', 'O']"
40,com.zentertain.photoeditor,gp:AOqpTOGhHEJ5SmMztmDchXT7r9PdzJLaaUVTa2WeDM8AmlbnV8gnrejF4btSh6KraXuiuWmd9u0ob5cy27PyU_E,1,"Very useful, full features without any pro version purchase",,,,,"['very', 'useful', 'full', 'features', 'without', 'any', 'pro', 'version', 'purchase']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
41,com.zentertain.photoeditor,gp:AOqpTOE_CPHf7opugq1IgLsai1mPrI17_J63qWGyIvSSNV8LT41aWjjzwOhQPPBsjATeB6FGYO8k-IhDI0HZo70,1,I LOVE IT,,,,,"['i', 'love', 'it']","['O', 'O', 'O']"
42,com.zentertain.photoeditor,gp:AOqpTOGNJKkg0AsmbS3LcMmWJbmFev1FAAECI2XxVn6ZzT0NK3aW41sZ0pW2u59DkLkHlCgA2lz1I6ocPIjPbTU,1,There are so many ads popping up that the app is now unusable because an ad pops up literally every time I close the last.,,ads popping up,ad pops up,ads popping up;ad pops up,"['there', 'are', 'so', 'many', 'ads', 'popping', 'up', 'that', 'the', 'app', 'is', 'now', 'unusable', 'because', 'an', 'ad', 'pops', 'up', 'literally', 'every', 'time', 'i', 'close', 'the', 'last']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
43,com.zentertain.photoeditor,gp:AOqpTOEUO8vCTMqMx-qFBLC838HGNYS7LJCDB6648RHyTLmmiI9gTnWHbdzwPJfsXDPl0S5rpCxjn2H977VYaNQ,1,I have used it.,,,,,"['i', 'have', 'used', 'it']","['O', 'O', 'O', 'O']"
44,com.zentertain.photoeditor,gp:AOqpTOEUO8vCTMqMx-qFBLC838HGNYS7LJCDB6648RHyTLmmiI9gTnWHbdzwPJfsXDPl0S5rpCxjn2H977VYaNQ,2,Its a good app for photo editing.,photo editing,,,photo editing,"['its', 'a', 'good', 'app', 'for', 'photo', 'editing']","['O', 'O', 'O', 'O', 'O', 'B', 'I']"
45,com.zentertain.photoeditor,gp:AOqpTOEUO8vCTMqMx-qFBLC838HGNYS7LJCDB6648RHyTLmmiI9gTnWHbdzwPJfsXDPl0S5rpCxjn2H977VYaNQ,3,You can so many things from this app.,,,,,"['you', 'can', 'so', 'many', 'things', 'from', 'this', 'app']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
46,com.zentertain.photoeditor,gp:AOqpTOEUO8vCTMqMx-qFBLC838HGNYS7LJCDB6648RHyTLmmiI9gTnWHbdzwPJfsXDPl0S5rpCxjn2H977VYaNQ,4,You can download this app without fearing.,,,,,"['you', 'can', 'download', 'this', 'app', 'without', 'fearing']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
47,com.zentertain.photoeditor,gp:AOqpTOGVnyYJ0b2NOMSIlWd7nDaIWV38yt_g79P3GoxrTT_ZbLk_Wf2PmtAlnAvOvWQu-FhSQl6Y9k6SZgGVsHQ,1,I`ve seen so many photo editing tools but this one is the best 10x a lot it's really proffesional,,photo editing,,photo editing,"['i', 've', 'seen', 'so', 'many', 'photo', 'editing', 'tools', 'but', 'this', 'one', 'is', 'the', 'best', 'x', 'a', 'lot', 'it', 's', 'really', 'proffesional']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
48,com.zentertain.photoeditor,gp:AOqpTOHpKFCyH0iAdbdDvjY1Y4-U1bOqZ4EPqzarU8nW1B8PrAsk7dK7xdheVQiOvOeugq2aNHVfjnIjOApg74U,1,I have a blast using this app with my eight yr old daughter!,,,,,"['i', 'have', 'a', 'blast', 'using', 'this', 'app', 'with', 'my', 'eight', 'yr', 'old', 'daughter']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
49,com.zentertain.photoeditor,gp:AOqpTOEk9A3FhJh0clCvB5NcWq8xlN0SHvENnJdyKXW6tfAdSMhBP0aDfCigT16GqX1x-VDEK5LAmZ-Df6y0iOM,1,Able to take r add to photo love it!,take photo;add to photo,,,take photo;add to photo,"['able', 'to', 'take', 'r', 'add', 'to', 'photo', 'love', 'it']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O']"
50,com.zentertain.photoeditor,gp:AOqpTOF5gOW32oljZdqdC26L3xmmHLAKpOxZsbRuLUiBOR662nQk55o-NvQolSZrB0yHdAxUICayBu_QRbEfWnI,1,"First, why do you need Access to my phone?",,,,,"['first', 'why', 'do', 'you', 'need', 'access', 'to', 'my', 'phone']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
51,com.zentertain.photoeditor,gp:AOqpTOF5gOW32oljZdqdC26L3xmmHLAKpOxZsbRuLUiBOR662nQk55o-NvQolSZrB0yHdAxUICayBu_QRbEfWnI,2,Why are you running in background when i am not using you???,,,,,"['why', 'are', 'you', 'running', 'in', 'background', 'when', 'i', 'am', 'not', 'using', 'you']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
52,com.zentertain.photoeditor,gp:AOqpTOF5gOW32oljZdqdC26L3xmmHLAKpOxZsbRuLUiBOR662nQk55o-NvQolSZrB0yHdAxUICayBu_QRbEfWnI,3,Get off my phone!,,,,,"['get', 'off', 'my', 'phone']","['O', 'O', 'O', 'O']"
53,com.zentertain.photoeditor,gp:AOqpTOEqViTNsi_RRySYE6HC5FQLMBicmRDFtHrwbyLGpewZPhaavLTvbWmjxbS6HJBVpLpIS4gX0so4uXyQL64,1,Makes neat collages and great for editing,editing,,,editing,"['makes', 'neat', 'collages', 'and', 'great', 'for', 'editing']","['O', 'O', 'O', 'O', 'O', 'O', 'B']"
54,com.zentertain.photoeditor,gp:AOqpTOG0GOWwLVeGjAzzWz25bg2tpixBNivnH7SP8glCDbfodZ-p0qnxEGixg0Rlridf75tn1MUw6DlcLDdHyMQ,1,U have t ok down load every thing u want to add to it like the effects,,effects,,effects,"['u', 'have', 't', 'ok', 'down', 'load', 'every', 'thing', 'u', 'want', 'to', 'add', 'to', 'it', 'like', 'the', 'effects']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B']"
55,com.zentertain.photoeditor,gp:AOqpTOGqVPgtBeoKTpFZIcITeZfGpDFi3gOTo9kTY8OM3Wp-WZCSgh0C8YA35ZbZkhi1qbo8ZZWqtnIVu72HCxs,1,A powerful photo editor with many wonderfull effects,photo editor;effects,,,photo editor;effects,"['a', 'powerful', 'photo', 'editor', 'with', 'many', 'wonderfull', 'effects']","['O', 'O', 'B', 'I', 'O', 'O', 'O', 'B']"
56,com.zentertain.photoeditor,gp:AOqpTOH5wdUg-8X14UBC7tHelkoQi9QlhYv5rI3wW-LAtP7u7BPUyW0psyR0QjAnbMCrZ1tOhhWclZ1l4hcFFT4,1,"Horrible editor, worst app in this entire store.",,,editor,editor,"['horrible', 'editor', 'worst', 'app', 'in', 'this', 'entire', 'store']","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']"
57,com.zentertain.photoeditor,gp:AOqpTOH5wdUg-8X14UBC7tHelkoQi9QlhYv5rI3wW-LAtP7u7BPUyW0psyR0QjAnbMCrZ1tOhhWclZ1l4hcFFT4,2,"I give it half of no stars, stupid as a pair of inbred babies",,,,,"['i', 'give', 'it', 'half', 'of', 'no', 'stars', 'stupid', 'as', 'a', 'pair', 'of', 'inbred', 'babies']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
58,com.zentertain.photoeditor,gp:AOqpTOHL_xuUnpjpn6Ocx8mlGZwIstN0UQ0DOVjMm7W6M5EVq11JKuodUG8dphAKtELgGApA2YubdXPztMrT-OU,1,Great Photo Editing App for editing Photo's,Photo Editing;editing Photo's,,,Photo Editing;editing Photo's,"['great', 'photo', 'editing', 'app', 'for', 'editing', 'photo', 's']","['O', 'B', 'I', 'O', 'O', 'B', 'I', 'I']"
59,com.zentertain.photoeditor,gp:AOqpTOFE_axBIVtREvnUfeik8n0N_jKbI2F_M8gCcWd8ksw1W65g0ky8UD6Ab11coH0l6Xl9fCDnyAUTLnI3l8A,1,verry nice app and i am happy this apps,,,,,"['verry', 'nice', 'app', 'and', 'i', 'am', 'happy', 'this', 'apps']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
60,com.zentertain.photoeditor,gp:AOqpTOGbqqwtnGCqwZ8HRdhqNygO_gsZV59ss4PXKjvztfakXGmbKeZlbcnlhv-GTOCZAGJo6pCePaHpssn1I2o,1,its a great app to edit pics,edit pics,,,edit pics,"['its', 'a', 'great', 'app', 'to', 'edit', 'pics']","['O', 'O', 'O', 'O', 'O', 'B', 'I']"
61,com.zentertain.photoeditor,gp:AOqpTOGzQW9qtu7Eds4yVA2iyUmsjkYVB7aWrPhzzPQN0ydhjbhBpwWL6hOd355KKioO35Ab2eEfy7584Mlytv0,1,Very satisfied with the results I get by using this software :),the results I get,,,the results I get,"['very', 'satisfied', 'with', 'the', 'results', 'i', 'get', 'by', 'using', 'this', 'software']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O']"
62,com.zentertain.photoeditor,gp:AOqpTOHhju3o1_zmFGM-lOhpQi4WcBLHKZU5VFmOMKT_UJ3e_GJTi0Vqdzwne8lO1kkuff9rGkETQB0RHGD-YQw,1,Helped me make AMAZING photos,make AMAZING photos,,,make AMAZING photos,"['helped', 'me', 'make', 'amazing', 'photos']","['O', 'O', 'B', 'I', 'I']"
63,com.zentertain.photoeditor,gp:AOqpTOGUaCDAeLvv2szqso74s_SWY7Ydy0_rOq3eLeNFQ-xu79WgmOnhwnTmSFIbP0M4jXKT7anSoySZ4aikEoE,1,The best that one can get,,,,,"['the', 'best', 'that', 'one', 'can', 'get']","['O', 'O', 'O', 'O', 'O', 'O']"
64,com.zentertain.photoeditor,gp:AOqpTOH-Gr2g6VvYSvQvDsErqcKdYgl2XJ5KCtokPo8sINfqTvuDtVaIf1G5lA6OzTW9SBD2bDK1tVAubFGtydg,1,"I gave this app a 5 stars 'cause 'rate me pls' always pops out and it's annoying, good app though.",,,rate me pls' always pops out,rate me pls' always pops out,"['i', 'gave', 'this', 'app', 'a', 'stars', 'cause', 'rate', 'me', 'pls', 'always', 'pops', 'out', 'and', 'it', 's', 'annoying', 'good', 'app', 'though']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
65,com.zentertain.photoeditor,gp:AOqpTOE-Lp0SWXlfC4CseTVIruEGc24MlKpdExBIZqkAudjINhrIHfA10frlPrM5jMasKUMCvjYm2cTBXAJuGg0,1,Loved using it.,,,,,"['loved', 'using', 'it']","['O', 'O', 'O']"
66,com.zentertain.photoeditor,gp:AOqpTOE-Lp0SWXlfC4CseTVIruEGc24MlKpdExBIZqkAudjINhrIHfA10frlPrM5jMasKUMCvjYm2cTBXAJuGg0,2,Cant use d way i use CS6 in my lappy.,,,,,"['cant', 'use', 'd', 'way', 'i', 'use', 'cs', 'in', 'my', 'lappy']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
